num,category,title,population
516, 기타," 대기업을 상대로 제가 무엇을 할 수 있을까요..
"," 157
												"
517, 경제민주화," 금융감독원의 악의적인 부작위 하수인 노릇에... 보험사기꾼과 **화재 웃고, 중소기업 울고
"," 156
												"
518, 안전/환경," 주4일 근무제 도입을 청원합니다.
"," 154
												"
519, 농산어촌," 정부의 태양열 사업으로 부터 노부부의 삶의 터전을 지켜 주세요
"," 153
												"
520, 교통/건축/국토," ** 시공사의 태도를 바꾸었으면 합니다~.
"," 152
												"
521, 기타," 경찰서 황당한 수사결론
"," 151
												"
522, 기타," 나라의 곳간을 축낸 갑질 법원 직 공무원을 일벌백계로 처벌해 주십시오.
"," 151
												"
523, 육아/교육," 강원도 산속의  **분교의 미래를 지켜주십시요
"," 150
												"
524, 교통/건축/국토," 인천시 동구 ****아파트 관리업체 선정에 관한 비리를 조사해주세요!!!
"," 150
												"
525, 안전/환경," ***구역 재개발지역  팬스안쳐  추락사망사고
"," 147
												"
526, 행정," 시땅 경쟁 입찰 이라니요
"," 147
												"
527, 육아/교육," ***초등학교 그린스마트사업이 일부의 학부모들 이기심 때문에  기형적으로 설계되지 않도록 …
"," 147
												"
528, 외교/통일/국방," 재외공관 행정직원 처우 및 근무환경 개선요구
"," 146
												"
529, 교통/건축/국토," 고속도로 교통사고 과실 비율, 너무나도 억울합니다.
"," 146
												"
530, 행정," *** 빰치는 공공지원민간임대(뉴스테이) 사업 진짜 문제입니다. 도와주세요~
"," 145
												"
531, 행정," 행정상의 실책으로 개인에게 부당한 피해를 입힌 담당공무원에 대한 문책과 징계를 요구합니다.
"," 145
												"
532, 보건복지," 장기 기증 제도를 바꾸어 주세요.
"," 144
												"
533, 기타," 상가건물 임대차보호법을 무시한채 갑박하는 **슈퍼...
"," 144
												"
534, 경제민주화," 중소상공인 식자재 도소매상 손실보상 대상업체 지정을 청원합니다.
"," 143
												"
535, 경제민주화," 사각지대에 있는 ""대학교 구내 매장"" 소상공인 살려주세요~!!!!!!!!…
"," 142
												"
536, 인권/성평등," 제주공항 직원들이 코로나 감염 전파자가 되어야 하나요??
"," 142
												"
537, 인권/성평등," 건물주의 부당한 갑질로 임차인은 너무힘드네요
"," 142
												"
538, 교통/건축/국토," 생색내기 산단조성 이제 멈춰야 합니다.
"," 141
												"
539, 기타," 오토바이 사기꾼에게 빼앗긴 저의 시간과 돈을 찾습니다..!
"," 140
												"
540, 보건복지," 병원의 고위험 약물 관리지침 기준을 명확하게 할 것을 요구합니다.
"," 140
												"
541, 교통/건축/국토," 부산의 32년된 아파트 부지 57%나 되는 녹지를 해제하여 주세요!!!
"," 138
												"
542, 행정," 공무원 복무 문제에 대한 시정요구하는 민원인을 명예훼손으로 고소한 공무원에 대한 국가청원
"," 137
												"
543, 교통/건축/국토," 개발제한구역 대규모 불법상가시설 단속하여 주십시요.
"," 137
												"
544, 육아/교육," 공인노무사 합격 기준
"," 137
												"
545, 인권/성평등," 억울하게 강제 휴재 당하는 웹툰을 도와주세요
"," 137
												"
546, 안전/환경," 기후 위기에 대한 능동적인 대처를 요구하는 글
"," 136
												"
547, 육아/교육," **초등학교 혁신초 지정 반대 청원
"," 135
												"
548, 행정," [전라북도 완주군]의 산지복구비 반환 지연등으로 인한 손해금 및 구상금발생의 건
"," 135
												"
549, 안전/환경," ***마을주민일동
"," 135
												"
550, 교통/건축/국토," ***렌터카를 고발합니다!!
"," 134
												"
551, 육아/교육," 경상남도 교육재난지원금 모든 아이들이 평등하게 받을 수 있도록 지급대상을 확대해주세요.
"," 132
												"
552, 문화/예술/체육/언론," 한국 스포츠 육성응원 허용하게 해주십시오.
"," 132
												"
553, 교통/건축/국토," 토지수용에 따른 피해의 내용
"," 132
												"
554, 농산어촌," 태양광 발전에 도로사면을 이용하도록 해 주세요
"," 129
												"
555, 보건복지," 2021년 10월 27일 국민청원게시판에 허위사실유포와 명예훼손에 대한 글을 작성한 글쓴이…
"," 128
												"
556, 안전/환경," ‘보전녹지지역’에 ‘알박기’로 건설중장비 포크레인 주기장을 설치’하는 진주 시장님을 말려주…
"," 127
												"
557, 기타," 호소합니다 ( ** 셋톱박스 화재 관련 )
"," 126
												"
558, 교통/건축/국토," ****아파트 실거주민 고려하지않는 인천도시공사!!
"," 125
												"
559, 안전/환경," 매년 증가하고 있는 공사장 소음,진동 민원의 원인과 해결방법을 청원합니다.
"," 125
												"
560, 반려동물," **버스터미널 대표와 직원들의 반복되는 길고양이 학대를 막아주세요
"," 125
												"
561, 성장동력," 공기업 및 공공기관의 중소기업 결재대금의 카드결재 비율을 제한하여 주시기 바랍니다.
"," 123
												"
562, 행정," 경력의 동일한 적용
"," 121
												"
563, 인권/성평등," **** 주52시간 미준수
"," 121
												"
564, 교통/건축/국토," 점유취득시효
"," 121
												"
565, 미래," 꿩 먹고 알 먹는다
"," 120
												"
566, 외교/통일/국방," 오바마  제 44대 전 미국 대통령께 대한민국 최고 무궁화 대훈장을 추천합니다.
"," 120
												"
567, 안전/환경," 투명 페트병 분리배출
"," 118
												"
568, 성장동력," 카지노 산업 일본/중국에게 다 뺏길 겁니까? 시저스·MGM 脫한국…한·중·일 카지노 삼국지…
"," 116
												"
569, 교통/건축/국토," 국유재산 환수 관련 법원의 잘못된 업무처리 및 군청의 수년째 업무이행 지연
"," 115
												"
570, 교통/건축/국토," **시 택시 통합콜  행정조치  부당함에 항의합니다
"," 115
												"
571, 육아/교육," **코리아는 처음 가맹점주들과 했던 약속을 지켜주시기 바랍니다.
"," 114
												"
572, 안전/환경," *** **** 타버린 헤드라이트 리콜요청건
"," 112
												"
573, 문화/예술/체육/언론," 연예인 무분별 고소고발 자제좀 하게해주세요
"," 109
												"
